id_test,function_name,array_length,comparison,time,space
163,advanced_sequantial_search,641000,517571,0.31592774391174316,0.0
163,binary_search,641000,50,0.20180630683898926,0.0
164,sequantial_search,641000,51053,0.21342682838439941,0.0
164,advanced_sequantial_search,641000,102105,0.22277426719665527,0.0
164,binary_search,641000,56,0.2025456428527832,0.0
165,sequantial_search,661000,661000,0.3449981212615967,0.0
165,advanced_sequantial_search,661000,1138780,0.4344494342803955,0.0
165,binary_search,661000,58,0.2011735439300537,0.0
166,sequantial_search,661000,661000,0.404904842376709,0.0
166,advanced_sequantial_search,661000,317716,0.28017711639404297,0.0
166,binary_search,661000,58,0.2026228904724121,0.0
167,sequantial_search,661000,661000,0.311049222946167,0.00390625
167,advanced_sequantial_search,661000,939186,0.4482991695404053,0.0
167,binary_search,661000,58,0.20128560066223145,0.0
168,sequantial_search,661000,661000,0.3489506244659424,0.0
168,advanced_sequantial_search,661000,996676,0.44812965393066406,0.0
168,binary_search,661000,55,0.20105218887329102,0.0
169,sequantial_search,661000,366331,0.27942562103271484,0.0
169,advanced_sequantial_search,661000,732661,0.3755521774291992,0.0
169,binary_search,661000,55,0.2017204761505127,0.0
170,sequantial_search,681000,108844,0.23091769218444824,0.0
170,advanced_sequantial_search,681000,217687,0.25221848487854004,0.0
170,binary_search,681000,56,0.20159626007080078,0.0
171,sequantial_search,681000,681000,0.373232364654541,0.0
171,advanced_sequantial_search,681000,960644,0.4220254421234131,0.0
171,binary_search,681000,58,0.20183539390563965,0.0
172,sequantial_search,681000,681000,0.3298838138580322,0.0
172,advanced_sequantial_search,681000,345280,0.2855844497680664,0.0
172,binary_search,681000,55,0.20105361938476562,0.0
173,sequantial_search,681000,415185,0.27797770500183105,0.0
173,advanced_sequantial_search,681000,830369,0.36092591285705566,0.0
173,binary_search,681000,50,0.201768159866333,0.0
174,sequantial_search,681000,517884,0.29468703269958496,0.0
174,advanced_sequantial_search,681000,1035767,0.37790560722351074,0.0
174,binary_search,681000,53,0.20212388038635254,0.0
175,sequantial_search,701000,701000,0.3479909896850586,0.0
175,advanced_sequantial_search,701000,1143706,0.4216880798339844,0.0
175,binary_search,701000,58,0.20162391662597656,0.0
176,sequantial_search,701000,701000,0.32752346992492676,0.0
176,advanced_sequantial_search,701000,469622,0.28871774673461914,0.0
176,binary_search,701000,58,0.20195293426513672,0.0
177,sequantial_search,701000,701000,0.3300044536590576,0.0
177,advanced_sequantial_search,701000,591564,0.3039364814758301,0.0
177,binary_search,701000,55,0.20180153846740723,0.0
178,sequantial_search,701000,230695,0.2468857765197754,0.0
178,advanced_sequantial_search,701000,461389,0.30538296699523926,0.0
178,binary_search,701000,58,0.2017958164215088,0.0
179,sequantial_search,701000,259727,0.2567408084869385,0.0
179,advanced_sequantial_search,701000,519453,0.3391289710998535,0.0
179,binary_search,701000,44,0.20259642601013184,0.0
180,sequantial_search,721000,721000,0.3818638324737549,0.0
180,advanced_sequantial_search,721000,954804,0.4178895950317383,0.0
180,binary_search,721000,58,0.2012629508972168,0.0
181,sequantial_search,721000,721000,0.3582499027252197,0.0
181,advanced_sequantial_search,721000,1381434,0.5473859310150146,0.0
181,binary_search,721000,58,0.20161771774291992,0.0
182,sequantial_search,721000,721000,0.3749103546142578,0.0
182,advanced_sequantial_search,721000,762962,0.3691251277923584,0.0
182,binary_search,721000,55,0.20213055610656738,0.0
183,sequantial_search,721000,721000,0.3531022071838379,0.0
183,advanced_sequantial_search,721000,946160,0.40369701385498047,0.0
183,binary_search,721000,55,0.20163321495056152,0.0
184,sequantial_search,721000,692602,0.3395042419433594,0.0
184,advanced_sequantial_search,721000,1385203,0.4470396041870117,0.0
184,binary_search,721000,56,0.2024061679840088,0.0
185,sequantial_search,741000,99856,0.23858952522277832,0.0
185,advanced_sequantial_search,741000,199711,0.24155759811401367,0.0
185,binary_search,741000,56,0.20194602012634277,0.0
186,sequantial_search,741000,741000,0.3394052982330322,0.0
186,advanced_sequantial_search,741000,966778,0.39482879638671875,0.0
186,binary_search,741000,58,0.2021496295928955,0.0
187,sequantial_search,741000,741000,0.3473544120788574,0.0
187,advanced_sequantial_search,741000,1083176,0.4193902015686035,0.0
187,binary_search,741000,58,0.20165705680847168,0.0
188,sequantial_search,741000,741000,0.33588695526123047,0.0
188,advanced_sequantial_search,741000,472204,0.31302309036254883,0.0
188,binary_search,741000,58,0.20197653770446777,0.0
189,sequantial_search,741000,187411,0.25078916549682617,0.0
189,advanced_sequantial_search,741000,374821,0.29691219329833984,0.0
189,binary_search,741000,53,0.20218396186828613,0.0
190,sequantial_search,761000,761000,0.37815117835998535,0.0
190,advanced_sequantial_search,761000,957786,0.45537853240966797,0.0
190,binary_search,761000,58,0.20046687126159668,0.0
191,sequantial_search,761000,761000,0.3797121047973633,0.0
191,advanced_sequantial_search,761000,834798,0.43839311599731445,0.0
191,binary_search,761000,58,0.20183587074279785,0.0
192,sequantial_search,761000,761000,0.38056206703186035,0.0
192,advanced_sequantial_search,761000,1339732,0.5041320323944092,0.0
192,binary_search,761000,58,0.2008953094482422,0.0
193,sequantial_search,761000,761000,0.3763422966003418,0.0
193,advanced_sequantial_search,761000,1292650,0.5457150936126709,0.0
193,binary_search,761000,58,0.20106744766235352,0.0
194,sequantial_search,761000,761000,0.39527368545532227,0.0
194,advanced_sequantial_search,761000,1391424,0.5628294944763184,0.0
194,binary_search,761000,58,0.2018752098083496,0.0
195,sequantial_search,781000,781000,0.44779253005981445,0.0
195,advanced_sequantial_search,781000,238242,0.29621362686157227,0.0
195,binary_search,781000,58,0.2013988494873047,0.0
196,sequantial_search,781000,781000,0.3919792175292969,0.0
196,advanced_sequantial_search,781000,29618,0.20934271812438965,0.0
196,binary_search,781000,58,0.20265865325927734,0.0
197,sequantial_search,781000,781000,0.4988059997558594,0.0
197,advanced_sequantial_search,781000,1451692,0.5136499404907227,0.0
197,binary_search,781000,58,0.20193910598754883,0.0
198,sequantial_search,781000,324702,0.2870805263519287,0.0
198,advanced_sequantial_search,781000,649403,0.3472151756286621,0.0
198,binary_search,781000,56,0.20149970054626465,0.0
199,sequantial_search,781000,781000,0.41385579109191895,0.0
199,advanced_sequantial_search,781000,1299762,0.5744688510894775,0.0
199,binary_search,781000,58,0.2025613784790039,0.0
200,sequantial_search,801000,801000,0.4326364994049072,0.0
200,advanced_sequantial_search,801000,1485300,0.6308131217956543,0.0
200,binary_search,801000,58,0.20223355293273926,0.0
201,sequantial_search,801000,801000,0.4153759479522705,0.0
201,advanced_sequantial_search,801000,1189626,0.527397632598877,0.0
201,binary_search,801000,58,0.20128870010375977,0.0
202,sequantial_search,801000,801000,0.3592641353607178,0.0
202,advanced_sequantial_search,801000,654072,0.34327244758605957,0.0
202,binary_search,801000,58,0.20176267623901367,0.0
203,sequantial_search,801000,801000,0.4316437244415283,0.0
203,advanced_sequantial_search,801000,163302,0.24930930137634277,0.0
203,binary_search,801000,58,0.20128273963928223,0.0
204,sequantial_search,801000,759804,0.4315917491912842,0.0
204,advanced_sequantial_search,801000,1519607,0.5550389289855957,0.0
204,binary_search,801000,56,0.20143389701843262,0.0
205,sequantial_search,821000,73361,0.2272350788116455,0.0
205,advanced_sequantial_search,821000,146721,0.2479712963104248,0.0
205,binary_search,821000,56,0.20158624649047852,0.0
206,sequantial_search,821000,821000,0.38599205017089844,0.0
206,advanced_sequantial_search,821000,54932,0.22546696662902832,0.0
206,binary_search,821000,58,0.20244789123535156,0.0
207,sequantial_search,821000,821000,0.42292284965515137,0.0
207,advanced_sequantial_search,821000,1065514,0.4998154640197754,0.0
207,binary_search,821000,58,0.2012498378753662,0.0
208,sequantial_search,821000,821000,0.3988466262817383,0.0
208,advanced_sequantial_search,821000,1081608,0.4596731662750244,0.0
208,binary_search,821000,58,0.20132875442504883,0.0
209,sequantial_search,821000,821000,0.39311861991882324,0.0
209,advanced_sequantial_search,821000,1524116,0.6192469596862793,0.0
209,binary_search,821000,58,0.20239043235778809,0.0
210,sequantial_search,841000,412336,0.31560492515563965,0.0
210,advanced_sequantial_search,841000,824671,0.4339280128479004,0.0
210,binary_search,841000,58,0.20102190971374512,0.0
211,sequantial_search,841000,841000,0.43932437896728516,0.0
211,advanced_sequantial_search,841000,632772,0.3848905563354492,0.0
211,binary_search,841000,58,0.2010509967803955,0.0
212,sequantial_search,841000,841000,0.40973567962646484,0.0
212,advanced_sequantial_search,841000,360592,0.29943251609802246,0.0
212,binary_search,841000,58,0.20169353485107422,0.0
213,sequantial_search,841000,841000,0.37157559394836426,0.0
213,advanced_sequantial_search,841000,1276922,0.46544575691223145,0.0
213,binary_search,841000,58,0.20123529434204102,0.0
214,sequantial_search,841000,841000,0.37943291664123535,0.0
214,advanced_sequantial_search,841000,257622,0.2686283588409424,0.0
214,binary_search,841000,58,0.20194220542907715,0.0
215,sequantial_search,861000,233195,0.2608938217163086,0.0
215,advanced_sequantial_search,861000,466389,0.3678746223449707,0.0
215,binary_search,861000,56,0.20135235786437988,0.0
216,sequantial_search,861000,494281,0.42134618759155273,0.0
216,advanced_sequantial_search,861000,988561,0.5216085910797119,0.0
216,binary_search,861000,47,0.20130515098571777,0.0
217,sequantial_search,861000,861000,0.5062248706817627,0.0
217,advanced_sequantial_search,861000,569896,0.38046956062316895,0.0
217,binary_search,861000,58,0.20145225524902344,0.0
218,sequantial_search,861000,861000,0.41929030418395996,0.0
218,advanced_sequantial_search,861000,711250,0.33836984634399414,0.0
218,binary_search,861000,58,0.20110511779785156,0.0
219,sequantial_search,861000,861000,0.5022420883178711,0.0
219,advanced_sequantial_search,861000,1394494,0.5715978145599365,0.0
219,binary_search,861000,58,0.2018299102783203,0.0
220,sequantial_search,881000,881000,0.37071776390075684,0.0
220,advanced_sequantial_search,881000,1724248,0.5443844795227051,0.0
220,binary_search,881000,58,0.2024240493774414,0.0
221,sequantial_search,881000,881000,0.371030330657959,0.0
221,advanced_sequantial_search,881000,891128,0.3859374523162842,0.0
221,binary_search,881000,58,0.2015855312347412,0.0
222,sequantial_search,881000,881000,0.37047767639160156,0.0
222,advanced_sequantial_search,881000,281636,0.2701990604400635,0.0
222,binary_search,881000,58,0.20123910903930664,0.0
223,sequantial_search,881000,881000,0.3765697479248047,0.0
223,advanced_sequantial_search,881000,1501870,0.5035159587860107,0.0
223,binary_search,881000,58,0.2026214599609375,0.0
224,sequantial_search,881000,619432,0.32270240783691406,0.0
224,advanced_sequantial_search,881000,1238863,0.4557149410247803,0.0
224,binary_search,881000,56,0.20195293426513672,0.0
225,sequantial_search,901000,901000,0.36109089851379395,0.0
225,advanced_sequantial_search,901000,1574238,0.5115742683410645,0.0
225,binary_search,901000,58,0.20272612571716309,0.0
226,sequantial_search,901000,901000,0.37876343727111816,0.0
226,advanced_sequantial_search,901000,61026,0.2162022590637207,0.0
226,binary_search,901000,58,0.20174431800842285,0.0
227,sequantial_search,901000,674548,0.32872939109802246,0.0
227,advanced_sequantial_search,901000,1349095,0.46726250648498535,0.0
227,binary_search,901000,58,0.20156311988830566,0.0
228,sequantial_search,901000,901000,0.373246431350708,0.0
228,advanced_sequantial_search,901000,642366,0.3477189540863037,0.0
228,binary_search,901000,58,0.20248103141784668,0.0
229,sequantial_search,901000,901000,0.37727832794189453,0.0
229,advanced_sequantial_search,901000,344358,0.2657895088195801,0.0
229,binary_search,901000,58,0.20247912406921387,0.0
230,sequantial_search,921000,921000,0.35867953300476074,0.0
230,advanced_sequantial_search,921000,1301360,0.46703362464904785,0.0
230,binary_search,921000,58,0.20197081565856934,0.0
231,sequantial_search,921000,921000,0.377471923828125,0.0
231,advanced_sequantial_search,921000,1486368,0.47237491607666016,0.0
231,binary_search,921000,58,0.20233154296875,0.0
232,sequantial_search,921000,921000,0.35538530349731445,0.0
232,advanced_sequantial_search,921000,323942,0.2704594135284424,0.0
232,binary_search,921000,58,0.2018134593963623,0.0
233,sequantial_search,921000,652640,0.3157215118408203,0.0
233,advanced_sequantial_search,921000,1305279,0.4501791000366211,0.0
233,binary_search,921000,56,0.20163607597351074,0.0
234,sequantial_search,921000,921000,0.3982076644897461,0.0
234,advanced_sequantial_search,921000,379606,0.2919583320617676,0.0
234,binary_search,921000,58,0.20163536071777344,0.0
235,sequantial_search,941000,722468,0.34808778762817383,0.0
235,advanced_sequantial_search,941000,1444935,0.4822993278503418,0.0
235,binary_search,941000,50,0.2021503448486328,0.0
236,sequantial_search,941000,941000,0.38851165771484375,0.0
236,advanced_sequantial_search,941000,381434,0.28183817863464355,0.0
236,binary_search,941000,58,0.2016153335571289,0.0
237,sequantial_search,941000,941000,0.37197136878967285,0.0
237,advanced_sequantial_search,941000,578746,0.3223299980163574,0.0
237,binary_search,941000,58,0.20175409317016602,0.0
238,sequantial_search,941000,941000,0.3753323554992676,0.0
238,advanced_sequantial_search,941000,146456,0.2517101764678955,0.0
238,binary_search,941000,58,0.2014777660369873,0.0
239,sequantial_search,941000,941000,0.3673865795135498,0.0
239,advanced_sequantial_search,941000,304922,0.28047895431518555,0.0
239,binary_search,941000,58,0.20241189002990723,0.0
240,sequantial_search,961000,961000,0.3661534786224365,0.0
240,advanced_sequantial_search,961000,1722644,0.5365400314331055,0.0
240,binary_search,961000,58,0.20197248458862305,0.0
241,sequantial_search,961000,961000,0.3720097541809082,0.0
241,advanced_sequantial_search,961000,536306,0.30304980278015137,0.0
241,binary_search,961000,58,0.20149779319763184,0.0
242,sequantial_search,961000,961000,0.36919069290161133,0.0
242,advanced_sequantial_search,961000,1369270,0.46893882751464844,0.0
242,binary_search,961000,58,0.2015247344970703,0.0
243,sequantial_search,961000,961000,0.39582347869873047,0.0
243,advanced_sequantial_search,961000,873402,0.3595085144042969,0.0
243,binary_search,961000,58,0.2019822597503662,0.0
244,sequantial_search,961000,961000,0.3806753158569336,0.0
244,advanced_sequantial_search,961000,451390,0.30190563201904297,0.0
244,binary_search,961000,58,0.2020876407623291,0.0
245,sequantial_search,981000,981000,0.3715388774871826,0.0
245,advanced_sequantial_search,981000,1933608,0.5870895385742188,0.0
245,binary_search,981000,58,0.20102739334106445,0.0
246,sequantial_search,981000,981000,0.3934323787689209,0.0
246,advanced_sequantial_search,981000,511260,0.3015482425689697,0.0
246,binary_search,981000,58,0.2016291618347168,0.0
247,sequantial_search,981000,981000,0.3772096633911133,0.0
247,advanced_sequantial_search,981000,789578,0.34984517097473145,0.0
247,binary_search,981000,58,0.20270657539367676,0.0
248,sequantial_search,981000,981000,0.3842203617095947,0.0
248,advanced_sequantial_search,981000,744022,0.3623955249786377,0.0
248,binary_search,981000,58,0.201676607131958,0.0
249,sequantial_search,981000,708105,0.34807252883911133,0.0
249,advanced_sequantial_search,981000,1416209,0.46526503562927246,0.0
249,binary_search,981000,58,0.201615571975708,0.0
